Регіон	Тип ради	Партія	Кількість голосів, поданих за партію	Кількість мандатів	Вакантні мандати
Вінницька обл., Оратівська районна рада	Районна рада	Радикальна партія Олега Ляшка	639	2	0
Вінницька обл., Оратівська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	476	0	0
Вінницька обл., Піщанська районна рада	Районна рада	Аграрна партія України	2821	9	0
Вінницька обл., Піщанська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	1842	6	0
Вінницька обл., Піщанська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1379	4	0
Вінницька обл., Піщанська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	801	3	0
Вінницька обл., Піщанська районна рада	Районна рада	Радикальна партія Олега Ляшка	688	2	0
Вінницька обл., Піщанська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	475	2	0
Вінницька обл., Піщанська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКИЙ РУХ ""НАРОДНИЙ КОНТРОЛЬ"" "	383	0	0
Вінницька обл., Погребищенська районна рада	Районна рада	Народна Партія	3074	9	0
Вінницька обл., Погребищенська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	2550	7	0
Вінницька обл., Погребищенська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	1983	6	0
Вінницька обл., Погребищенська районна рада	Районна рада	Партія Християнсько-Демократичний Союз	1490	4	0
Вінницька обл., Погребищенська районна рада	Районна рада	Аграрна партія України	1286	4	0
Вінницька обл., Погребищенська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	1205	4	0
Вінницька обл., Погребищенська районна рада	Районна рада	"Політична партія ""Наш край"""	662	0	0
Вінницька обл., Погребищенська районна рада	Районна рада	Радикальна партія Олега Ляшка	493	0	0
Вінницька обл., Погребищенська районна рада	Районна рада	"Політична Партія ""Опозиційний блок"""	449	0	0
Вінницька обл., Погребищенська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	234	0	0
